Date,Dew Point (°C) AVG,Dew Point (°C) HIGH,Dew Point (°C) LOW,Events,Humidity (%) AVG,Humidity (%) HIGH,Humidity (%) LOW,Precip. (mm),Sea Level Press. (hPa) AVG,Sea Level Press. (hPa) HIGH,Sea Level Press. (hPa) LOW,Temp. (°C) AVG,Temp. (°C) HIGH,Temp. (°C) LOW,Visibility (km) AVG,Visibility (km) HIGH,Visibility (km) LOW,Wind (km/h) AVG,Wind (km/h) HIGH,Wind (km/h) LOW
2007-05-25,12.0,14.0,10.0,,69.0,88.0,44.0,0.0,1008.0,1012.0,1007.0,19.0,24.0,14.0,10.0,10.0,10.0,10.0,19.0,
2007-05-26,9.0,11.0,8.0,Rain,84.0,94.0,67.0,0.0,1005.0,1007.0,1002.0,12.0,15.0,10.0,9.0,10.0,2.0,10.0,13.0,
2007-05-27,9.0,10.0,7.0,Rain,92.0,100.0,77.0,0.0,997.0,1002.0,995.0,10.0,12.0,8.0,7.0,10.0,3.0,10.0,26.0,45.0
2007-05-28,6.0,7.0,5.0,Rain,88.0,93.0,81.0,0.0,1004.0,1009.0,997.0,7.0,8.0,7.0,10.0,10.0,8.0,21.0,26.0,45.0
2007-05-29,4.0,6.0,2.0,Rain,70.0,100.0,44.0,0.0,1010.0,1011.0,1009.0,9.0,15.0,4.0,10.0,10.0,10.0,13.0,27.0,37.0
2007-05-30,9.0,14.0,5.0,Rain,84.0,94.0,63.0,0.0,1005.0,1010.0,1001.0,11.0,17.0,6.0,9.0,10.0,2.0,13.0,26.0,
2007-05-31,9.0,11.0,8.0,,73.0,100.0,49.0,0.0,1008.0,1011.0,1007.0,14.0,20.0,9.0,9.0,10.0,7.0,14.0,24.0,40.0
2007-06-01,11.0,12.0,8.0,,70.0,94.0,43.0,0.0,1017.0,1023.0,1011.0,16.0,22.0,10.0,9.0,10.0,7.0,8.0,14.0,
2007-06-02,10.0,12.0,9.0,,61.0,94.0,38.0,0.0,1024.0,1025.0,1023.0,17.0,24.0,11.0,10.0,10.0,10.0,6.0,21.0,
2007-06-03,12.0,14.0,9.0,,63.0,88.0,41.0,0.0,1023.0,1024.0,1021.0,18.0,25.0,12.0,10.0,10.0,7.0,8.0,19.0,
2007-06-04,12.0,14.0,8.0,,77.0,94.0,55.0,0.0,1024.0,1025.0,1022.0,16.0,20.0,12.0,8.0,10.0,2.0,10.0,16.0,
2007-06-05,11.0,12.0,9.0,,72.0,94.0,49.0,0.0,1024.0,1025.0,1021.0,16.0,21.0,11.0,10.0,10.0,10.0,13.0,21.0,
2007-06-06,9.0,11.0,8.0,,73.0,88.0,59.0,0.0,1021.0,1022.0,1020.0,14.0,18.0,11.0,10.0,10.0,10.0,14.0,19.0,
2007-06-07,12.0,13.0,9.0,,80.0,94.0,72.0,0.0,1020.0,1021.0,1018.0,14.0,18.0,12.0,10.0,10.0,8.0,13.0,16.0,
2007-06-08,13.0,15.0,11.0,Rain,77.0,94.0,56.0,0.0,1019.0,1020.0,1018.0,17.0,22.0,13.0,6.0,9.0,4.0,10.0,14.0,
2007-06-09,14.0,15.0,12.0,,71.0,94.0,44.0,0.0,1018.0,1020.0,1016.0,19.0,25.0,14.0,7.0,10.0,5.0,5.0,14.0,
2007-06-10,14.0,15.0,14.0,,73.0,94.0,50.0,0.0,1016.0,1018.0,1015.0,20.0,25.0,15.0,8.0,10.0,2.0,8.0,16.0,
2007-06-11,14.0,15.0,13.0,,77.0,94.0,60.0,0.0,1015.0,1016.0,1014.0,18.0,22.0,14.0,9.0,10.0,4.0,8.0,14.0,
2007-06-12,13.0,15.0,12.0,,73.0,100.0,47.0,0.0,1012.0,1014.0,1009.0,19.0,24.0,14.0,7.0,10.0,3.0,14.0,21.0,
2007-06-13,12.0,14.0,11.0,,69.0,94.0,44.0,0.0,1007.0,1010.0,1005.0,18.0,24.0,13.0,10.0,10.0,8.0,13.0,24.0,
2007-06-14,14.0,16.0,13.0,Rain,80.0,94.0,53.0,0.0,1002.0,1005.0,1001.0,19.0,23.0,15.0,9.0,10.0,5.0,10.0,21.0,
2007-06-15,12.0,15.0,9.0,Rain,76.0,94.0,52.0,0.0,1000.0,1001.0,999.0,17.0,20.0,14.0,9.0,10.0,5.0,13.0,26.0,48.0
2007-06-16,12.0,15.0,11.0,Rain,80.0,94.0,60.0,0.0,1001.0,1002.0,1000.0,16.0,19.0,13.0,10.0,10.0,10.0,16.0,27.0,42.0
2007-06-17,11.0,13.0,10.0,Rain,72.0,94.0,53.0,0.0,1004.0,1005.0,1002.0,17.0,21.0,13.0,10.0,10.0,10.0,13.0,23.0,32.0
2007-06-18,12.0,15.0,10.0,Rain,79.0,94.0,52.0,0.0,1007.0,1012.0,1004.0,17.0,20.0,13.0,9.0,10.0,4.0,13.0,32.0,
2007-06-19,13.0,18.0,11.0,"Rain,Thunderstorm",71.0,94.0,44.0,0.0,1009.0,1012.0,1005.0,19.0,25.0,13.0,10.0,10.0,7.0,13.0,34.0,
2007-06-20,11.0,16.0,9.0,,65.0,88.0,43.0,0.0,1010.0,1012.0,1007.0,18.0,22.0,14.0,10.0,10.0,10.0,19.0,32.0,50.0
2007-06-21,11.0,13.0,10.0,Rain,69.0,88.0,52.0,0.0,1010.0,1012.0,1009.0,17.0,21.0,13.0,10.0,10.0,5.0,16.0,29.0,
2007-06-22,13.0,14.0,11.0,Rain,80.0,100.0,60.0,0.0,1005.0,1008.0,1004.0,17.0,20.0,14.0,9.0,10.0,3.0,16.0,26.0,
2007-06-23,13.0,14.0,12.0,Rain,78.0,88.0,60.0,0.0,1008.0,1010.0,1006.0,18.0,20.0,15.0,10.0,10.0,8.0,16.0,26.0,
2007-06-24,12.0,14.0,10.0,Rain,86.0,100.0,72.0,0.0,1006.0,1010.0,1000.0,13.0,16.0,12.0,9.0,10.0,3.0,14.0,24.0,39.0
2007-06-25,11.0,13.0,9.0,Rain,84.0,94.0,67.0,0.0,997.0,1002.0,995.0,13.0,16.0,12.0,10.0,10.0,9.0,18.0,26.0,35.0
2007-06-26,6.0,11.0,3.0,Rain,63.0,94.0,45.0,0.0,1008.0,1010.0,1002.0,13.0,17.0,10.0,10.0,10.0,5.0,18.0,24.0,37.0
2007-06-27,8.0,11.0,5.0,Rain,70.0,94.0,52.0,0.0,1007.0,1010.0,1005.0,13.0,18.0,9.0,10.0,10.0,5.0,16.0,29.0,
2007-06-28,9.0,11.0,7.0,Rain,70.0,94.0,49.0,0.0,1009.0,1011.0,1008.0,13.0,19.0,8.0,10.0,10.0,10.0,16.0,32.0,52.0
2007-06-29,12.0,15.0,9.0,Rain,72.0,94.0,43.0,0.0,1008.0,1012.0,1006.0,17.0,22.0,13.0,10.0,10.0,4.0,24.0,39.0,55.0
2007-06-30,14.0,16.0,10.0,Rain,89.0,100.0,77.0,0.0,1011.0,1012.0,1007.0,16.0,18.0,14.0,9.0,10.0,3.0,14.0,21.0,37.0
2007-07-01,13.0,15.0,11.0,Rain,78.0,94.0,60.0,0.0,1002.0,1007.0,1001.0,18.0,20.0,15.0,10.0,10.0,6.0,23.0,35.0,58.0
2007-07-02,13.0,15.0,11.0,Rain,81.0,94.0,64.0,0.0,1002.0,1004.0,1001.0,17.0,20.0,13.0,10.0,10.0,2.0,19.0,29.0,48.0
2007-07-03,11.0,13.0,10.0,"Rain,Thunderstorm",79.0,94.0,56.0,0.0,1000.0,1004.0,998.0,16.0,19.0,12.0,10.0,10.0,10.0,16.0,27.0,39.0
2007-07-04,11.0,14.0,9.0,Rain,76.0,88.0,56.0,0.0,1005.0,1008.0,1001.0,16.0,19.0,13.0,10.0,10.0,10.0,24.0,40.0,50.0
2007-07-05,12.0,15.0,9.0,Rain,78.0,94.0,52.0,0.0,1010.0,1013.0,1004.0,17.0,19.0,14.0,9.0,10.0,4.0,24.0,32.0,
2007-07-06,9.0,12.0,8.0,,63.0,77.0,49.0,0.0,1009.0,1014.0,1004.0,17.0,21.0,14.0,10.0,10.0,10.0,35.0,45.0,63.0
2007-07-07,9.0,11.0,6.0,,64.0,94.0,35.0,0.0,1016.0,1018.0,1014.0,17.0,22.0,12.0,10.0,10.0,10.0,19.0,26.0,
2007-07-08,8.0,11.0,5.0,Rain,64.0,94.0,35.0,0.0,1017.0,1018.0,1015.0,16.0,21.0,10.0,10.0,10.0,10.0,11.0,27.0,
2007-07-09,9.0,11.0,7.0,"Rain,Thunderstorm",69.0,94.0,43.0,0.0,1013.0,1015.0,1012.0,16.0,21.0,11.0,10.0,10.0,10.0,13.0,24.0,42.0
2007-07-10,9.0,11.0,8.0,,70.0,94.0,49.0,0.0,1012.0,1013.0,1011.0,16.0,19.0,12.0,10.0,10.0,10.0,11.0,16.0,
2007-07-11,11.0,13.0,10.0,,70.0,88.0,56.0,0.0,1014.0,1015.0,1014.0,17.0,20.0,13.0,10.0,10.0,10.0,11.0,16.0,
2007-07-12,14.0,17.0,11.0,Rain,79.0,94.0,57.0,0.0,1014.0,1015.0,1013.0,19.0,24.0,14.0,9.0,10.0,2.0,18.0,32.0,48.0
2007-07-13,15.0,16.0,13.0,,76.0,88.0,57.0,0.0,1011.0,1014.0,1007.0,19.0,23.0,16.0,9.0,10.0,6.0,16.0,29.0,32.0
2007-07-14,13.0,16.0,10.0,Rain,69.0,94.0,46.0,0.0,1011.0,1016.0,1007.0,20.0,23.0,17.0,10.0,10.0,10.0,19.0,29.0,
2007-07-15,16.0,19.0,12.0,Rain,76.0,88.0,64.0,0.0,1011.0,1015.0,1008.0,20.0,24.0,16.0,10.0,10.0,10.0,10.0,21.0,
2007-07-16,14.0,18.0,11.0,Rain,74.0,88.0,50.0,0.0,1009.0,1011.0,1008.0,20.0,23.0,16.0,10.0,10.0,7.0,14.0,24.0,
2007-07-17,13.0,16.0,11.0,Rain,75.0,94.0,53.0,0.0,1012.0,1015.0,1010.0,17.0,21.0,14.0,10.0,10.0,10.0,19.0,39.0,55.0
2007-07-18,11.0,14.0,5.0,Rain,64.0,94.0,31.0,0.0,1017.0,1019.0,1015.0,18.0,24.0,13.0,10.0,10.0,10.0,14.0,27.0,
2007-07-19,11.0,14.0,8.0,Rain,64.0,88.0,38.0,0.0,1018.0,1020.0,1016.0,18.0,24.0,12.0,10.0,10.0,10.0,6.0,14.0,37.0
2007-07-20,13.0,15.0,10.0,"Rain,Thunderstorm",81.0,94.0,56.0,0.0,1012.0,1016.0,1009.0,17.0,20.0,14.0,8.0,10.0,1.0,14.0,32.0,45.0
2007-07-21,12.0,14.0,10.0,Rain,82.0,94.0,60.0,0.0,1012.0,1013.0,1011.0,16.0,19.0,12.0,10.0,10.0,6.0,16.0,23.0,
2007-07-22,11.0,12.0,8.0,Rain,73.0,94.0,49.0,0.0,1010.0,1011.0,1007.0,16.0,21.0,12.0,9.0,10.0,6.0,11.0,21.0,35.0
2007-07-23,13.0,14.0,11.0,Rain,81.0,94.0,64.0,0.0,999.0,1007.0,996.0,17.0,19.0,14.0,9.0,10.0,5.0,11.0,23.0,
2007-07-24,11.0,13.0,7.0,,67.0,94.0,40.0,0.0,1008.0,1013.0,1000.0,17.0,22.0,12.0,9.0,10.0,5.0,14.0,27.0,
2007-07-25,13.0,15.0,10.0,Rain,79.0,88.0,60.0,0.0,1012.0,1013.0,1009.0,17.0,20.0,13.0,10.0,10.0,5.0,18.0,29.0,47.0
2007-07-26,13.0,15.0,12.0,Rain,80.0,94.0,68.0,0.0,1005.0,1010.0,1002.0,17.0,19.0,15.0,10.0,10.0,1.0,21.0,37.0,55.0
2007-07-27,12.0,15.0,10.0,Rain,73.0,100.0,46.0,0.0,1010.0,1012.0,1006.0,18.0,22.0,14.0,10.0,10.0,6.0,24.0,32.0,34.0
2007-07-28,12.0,15.0,8.0,Rain,72.0,94.0,38.0,0.0,1014.0,1016.0,1011.0,18.0,23.0,13.0,10.0,10.0,3.0,16.0,32.0,
2007-07-29,9.0,15.0,3.0,Rain,68.0,100.0,35.0,0.0,1015.0,1020.0,1010.0,16.0,20.0,12.0,9.0,10.0,2.0,13.0,21.0,35.0
2007-07-30,7.0,9.0,6.0,,59.0,82.0,40.0,0.0,1021.0,1022.0,1020.0,15.0,20.0,10.0,10.0,10.0,10.0,11.0,16.0,
2007-07-31,7.0,10.0,5.0,,58.0,87.0,33.0,0.0,1020.0,1022.0,1018.0,16.0,22.0,10.0,10.0,10.0,10.0,6.0,16.0,32.0
2007-08-01,9.0,11.0,7.0,,57.0,88.0,34.0,0.0,1014.0,1018.0,1011.0,17.0,24.0,11.0,10.0,10.0,10.0,8.0,19.0,34.0
2007-08-02,11.0,14.0,9.0,Rain,69.0,82.0,56.0,0.0,1013.0,1018.0,1010.0,17.0,20.0,13.0,10.0,10.0,9.0,10.0,19.0,
2007-08-03,11.0,13.0,8.0,,64.0,94.0,36.0,0.0,1021.0,1022.0,1018.0,18.0,25.0,12.0,10.0,10.0,10.0,10.0,26.0,
2007-08-04,12.0,14.0,9.0,,63.0,94.0,34.0,0.0,1020.0,1022.0,1017.0,20.0,26.0,15.0,10.0,10.0,10.0,18.0,26.0,50.0
2007-08-05,13.0,15.0,12.0,,61.0,88.0,37.0,0.0,1010.0,1017.0,1006.0,21.0,28.0,14.0,10.0,10.0,10.0,11.0,26.0,
2007-08-06,11.0,15.0,7.0,Rain,63.0,88.0,34.0,0.0,1009.0,1013.0,1006.0,19.0,24.0,15.0,10.0,10.0,9.0,14.0,26.0,
2007-08-07,9.0,14.0,7.0,Rain,65.0,94.0,38.0,0.0,1016.0,1019.0,1013.0,17.0,23.0,11.0,10.0,10.0,9.0,10.0,16.0,
2007-08-08,7.0,14.0,4.0,,58.0,94.0,33.0,0.0,1020.0,1021.0,1019.0,16.0,21.0,12.0,10.0,10.0,10.0,10.0,14.0,
2007-08-09,8.0,9.0,7.0,,58.0,82.0,38.0,0.0,1021.0,1022.0,1019.0,16.0,22.0,11.0,10.0,10.0,10.0,8.0,16.0,
2007-08-10,9.0,12.0,8.0,,58.0,88.0,36.0,0.0,1019.0,1021.0,1017.0,17.0,24.0,11.0,10.0,10.0,10.0,6.0,10.0,
2007-08-11,12.0,13.0,9.0,,66.0,94.0,36.0,0.0,1015.0,1018.0,1012.0,18.0,25.0,12.0,10.0,10.0,9.0,10.0,23.0,37.0
2007-08-12,11.0,14.0,7.0,,65.0,88.0,38.0,0.0,1009.0,1012.0,1007.0,17.0,23.0,12.0,10.0,10.0,10.0,14.0,32.0,37.0
2007-08-13,11.0,12.0,9.0,,67.0,88.0,43.0,0.0,1009.0,1010.0,1009.0,17.0,22.0,12.0,10.0,10.0,10.0,16.0,26.0,
2007-08-14,15.0,18.0,11.0,Rain,87.0,94.0,72.0,0.0,1001.0,1009.0,994.0,18.0,20.0,15.0,8.0,10.0,5.0,19.0,32.0,50.0
2007-08-15,14.0,16.0,12.0,Rain,80.0,94.0,57.0,0.0,996.0,1001.0,994.0,18.0,22.0,15.0,9.0,10.0,5.0,26.0,39.0,55.0
2007-08-16,9.0,12.0,8.0,,71.0,94.0,46.0,0.0,1009.0,1014.0,1001.0,16.0,20.0,12.0,10.0,10.0,10.0,18.0,26.0,
2007-08-17,9.0,11.0,6.0,,68.0,88.0,40.0,0.0,1016.0,1017.0,1015.0,16.0,20.0,11.0,10.0,10.0,10.0,14.0,24.0,
2007-08-18,13.0,15.0,11.0,Rain,85.0,100.0,68.0,0.0,1010.0,1016.0,1006.0,17.0,19.0,14.0,9.0,10.0,3.0,16.0,32.0,
2007-08-19,14.0,15.0,13.0,Rain,89.0,94.0,77.0,0.0,1006.0,1008.0,1004.0,16.0,17.0,14.0,9.0,10.0,2.0,13.0,23.0,
2007-08-20,11.0,13.0,10.0,Rain,81.0,94.0,68.0,0.0,1007.0,1010.0,1005.0,14.0,16.0,13.0,10.0,10.0,7.0,11.0,16.0,
2007-08-21,13.0,15.0,10.0,Rain,88.0,94.0,77.0,0.0,1013.0,1016.0,1010.0,14.0,17.0,13.0,9.0,10.0,6.0,16.0,23.0,
2007-08-22,13.0,14.0,12.0,Rain,84.0,94.0,77.0,0.0,1015.0,1016.0,1014.0,16.0,17.0,15.0,9.0,10.0,7.0,21.0,27.0,48.0
2007-08-23,13.0,15.0,12.0,Rain,89.0,94.0,77.0,0.0,1017.0,1021.0,1015.0,16.0,18.0,14.0,9.0,10.0,5.0,16.0,19.0,
2007-08-24,14.0,15.0,14.0,,87.0,94.0,77.0,0.0,1024.0,1028.0,1021.0,17.0,19.0,15.0,8.0,10.0,2.0,8.0,13.0,
2007-08-25,14.0,17.0,11.0,Fog,77.0,100.0,51.0,0.0,1028.0,1029.0,1026.0,18.0,26.0,11.0,7.0,10.0,1.0,8.0,16.0,
2007-08-26,12.0,15.0,9.0,,67.0,94.0,43.0,0.0,1028.0,1030.0,1027.0,19.0,23.0,16.0,10.0,10.0,10.0,8.0,11.0,
2007-08-27,9.0,11.0,8.0,,64.0,82.0,46.0,0.0,1026.0,1028.0,1023.0,16.0,20.0,12.0,10.0,10.0,10.0,8.0,14.0,
2007-08-28,10.0,11.0,9.0,,67.0,88.0,46.0,0.0,1022.0,1024.0,1020.0,17.0,21.0,13.0,10.0,10.0,10.0,10.0,13.0,
2007-08-29,10.0,12.0,8.0,Rain,66.0,88.0,46.0,0.0,1021.0,1022.0,1020.0,17.0,21.0,13.0,10.0,10.0,8.0,8.0,14.0,
2007-08-30,11.0,13.0,7.0,,75.0,88.0,64.0,0.0,1022.0,1024.0,1021.0,15.0,20.0,10.0,10.0,10.0,10.0,11.0,16.0,
2007-08-31,12.0,13.0,10.0,,74.0,88.0,60.0,0.0,1022.0,1023.0,1021.0,16.0,20.0,12.0,10.0,10.0,10.0,13.0,19.0,
2007-09-01,13.0,13.0,12.0,,72.0,88.0,56.0,0.0,1021.0,1022.0,1020.0,17.0,21.0,14.0,10.0,10.0,10.0,16.0,21.0,
2007-09-02,12.0,15.0,11.0,,73.0,94.0,53.0,0.0,1017.0,1020.0,1015.0,17.0,21.0,13.0,10.0,10.0,6.0,18.0,32.0,
2007-09-03,8.0,15.0,5.0,Rain,63.0,88.0,40.0,0.0,1019.0,1025.0,1014.0,16.0,19.0,12.0,10.0,10.0,9.0,13.0,19.0,
2007-09-04,7.0,9.0,5.0,,62.0,82.0,40.0,0.0,1028.0,1030.0,1025.0,14.0,19.0,11.0,10.0,10.0,10.0,6.0,13.0,
2007-09-05,13.0,15.0,9.0,,71.0,88.0,57.0,0.0,1030.0,1030.0,1029.0,18.0,24.0,13.0,10.0,10.0,10.0,10.0,16.0,
2007-09-06,14.0,16.0,12.0,,74.0,94.0,57.0,0.0,1031.0,1032.0,1030.0,18.0,24.0,13.0,9.0,10.0,6.0,6.0,11.0,
2007-09-07,14.0,16.0,13.0,Rain,74.0,94.0,50.0,0.0,1031.0,1032.0,1029.0,20.0,24.0,15.0,10.0,10.0,8.0,6.0,13.0,
2007-09-08,12.0,13.0,11.0,,76.0,94.0,60.0,0.0,1027.0,1029.0,1026.0,16.0,20.0,12.0,9.0,10.0,3.0,8.0,14.0,
2007-09-09,11.0,13.0,9.0,,68.0,88.0,46.0,0.0,1024.0,1026.0,1022.0,17.0,21.0,13.0,9.0,10.0,6.0,8.0,16.0,
2007-09-10,9.0,12.0,5.0,,63.0,82.0,37.0,0.0,1020.0,1023.0,1019.0,18.0,22.0,13.0,10.0,10.0,10.0,14.0,24.0,
2007-09-11,8.0,9.0,6.0,,62.0,87.0,38.0,0.0,1026.0,1027.0,1023.0,16.0,21.0,10.0,10.0,10.0,10.0,6.0,11.0,
2007-09-12,10.0,12.0,8.0,,70.0,88.0,49.0,0.0,1028.0,1029.0,1027.0,16.0,21.0,10.0,9.0,10.0,7.0,6.0,11.0,
2007-09-13,11.0,13.0,9.0,Fog,71.0,94.0,46.0,0.0,1025.0,1028.0,1021.0,16.0,22.0,10.0,10.0,10.0,6.0,5.0,16.0,
2007-09-14,11.0,13.0,7.0,,71.0,94.0,55.0,0.0,1020.0,1024.0,1019.0,17.0,22.0,12.0,8.0,10.0,4.0,13.0,24.0,
2007-09-15,8.0,11.0,7.0,,67.0,88.0,40.0,0.0,1024.0,1027.0,1020.0,14.0,21.0,9.0,10.0,10.0,10.0,6.0,14.0,
2007-09-16,11.0,13.0,9.0,,74.0,94.0,49.0,0.0,1013.0,1020.0,1009.0,16.0,21.0,10.0,10.0,10.0,9.0,14.0,34.0,40.0
2007-09-17,8.0,13.0,5.0,,70.0,88.0,51.0,0.0,1011.0,1016.0,1009.0,13.0,17.0,10.0,10.0,10.0,10.0,14.0,24.0,
2007-09-18,3.0,5.0,-1.0,,58.0,81.0,34.0,0.0,1022.0,1025.0,1016.0,11.0,16.0,7.0,10.0,10.0,10.0,13.0,23.0,32.0
2007-09-19,9.0,13.0,5.0,Rain,74.0,88.0,56.0,0.0,1020.0,1024.0,1018.0,14.0,19.0,10.0,10.0,10.0,9.0,18.0,32.0,50.0
2007-09-20,13.0,14.0,12.0,Rain,77.0,88.0,64.0,0.0,1017.0,1018.0,1016.0,17.0,20.0,14.0,10.0,10.0,10.0,23.0,37.0,61.0
2007-09-21,13.0,14.0,10.0,,75.0,88.0,56.0,0.0,1017.0,1018.0,1015.0,18.0,20.0,15.0,10.0,10.0,10.0,19.0,32.0,52.0
2007-09-22,13.0,14.0,13.0,Fog,80.0,94.0,60.0,0.0,1020.0,1022.0,1018.0,17.0,21.0,14.0,9.0,10.0,6.0,11.0,19.0,
2007-09-23,13.0,16.0,10.0,Fog,81.0,100.0,56.0,0.0,1017.0,1021.0,1011.0,16.0,21.0,10.0,8.0,10.0,0.0,14.0,27.0,45.0
2007-09-24,11.0,16.0,6.0,Rain,74.0,94.0,45.0,0.0,1008.0,1012.0,1002.0,14.0,18.0,12.0,9.0,10.0,5.0,26.0,45.0,
2007-09-25,8.0,11.0,7.0,Rain,75.0,87.0,52.0,0.0,1014.0,1019.0,1012.0,13.0,17.0,10.0,10.0,10.0,10.0,18.0,23.0,
2007-09-26,5.0,9.0,1.0,Rain,69.0,88.0,44.0,0.0,1021.0,1022.0,1019.0,11.0,13.0,8.0,10.0,10.0,10.0,11.0,23.0,40.0
2007-09-27,7.0,9.0,4.0,,76.0,88.0,59.0,0.0,1020.0,1021.0,1017.0,10.0,14.0,7.0,10.0,10.0,10.0,16.0,21.0,
2007-09-28,11.0,13.0,9.0,Rain,88.0,94.0,77.0,0.0,1012.0,1017.0,1010.0,12.0,14.0,10.0,9.0,10.0,6.0,13.0,21.0,39.0
2007-09-29,11.0,13.0,8.0,Rain,81.0,100.0,63.0,0.0,1014.0,1019.0,1011.0,14.0,18.0,11.0,9.0,10.0,4.0,8.0,13.0,
2007-09-30,8.0,10.0,5.0,,75.0,93.0,51.0,0.0,1021.0,1023.0,1019.0,12.0,17.0,8.0,10.0,10.0,10.0,8.0,21.0,
2007-10-01,12.0,12.0,10.0,Rain,89.0,94.0,82.0,0.0,1022.0,1022.0,1021.0,13.0,14.0,13.0,9.0,10.0,5.0,16.0,24.0,
2007-10-02,12.0,13.0,11.0,Rain,92.0,100.0,82.0,0.0,1021.0,1022.0,1020.0,13.0,15.0,12.0,5.0,10.0,1.0,10.0,13.0,
2007-10-03,12.0,13.0,11.0,,87.0,94.0,68.0,0.0,1018.0,1020.0,1017.0,14.0,18.0,12.0,6.0,10.0,2.0,8.0,16.0,
2007-10-04,9.0,13.0,6.0,,72.0,100.0,45.0,0.0,1021.0,1025.0,1018.0,14.0,18.0,10.0,8.0,10.0,4.0,10.0,14.0,
2007-10-05,7.0,10.0,5.0,,72.0,88.0,49.0,0.0,1025.0,1026.0,1024.0,12.0,18.0,7.0,10.0,10.0,10.0,6.0,16.0,
2007-10-06,10.0,11.0,9.0,,76.0,94.0,59.0,0.0,1023.0,1024.0,1022.0,13.0,17.0,11.0,10.0,10.0,10.0,10.0,16.0,
2007-10-07,9.0,11.0,6.0,,78.0,94.0,63.0,0.0,1022.0,1024.0,1021.0,11.0,16.0,7.0,8.0,10.0,5.0,6.0,11.0,
2007-10-08,8.0,9.0,6.0,,70.0,87.0,55.0,0.0,1025.0,1027.0,1023.0,13.0,15.0,10.0,10.0,10.0,8.0,6.0,13.0,
2007-10-09,11.0,14.0,8.0,Rain,90.0,94.0,82.0,0.0,1023.0,1027.0,1020.0,12.0,15.0,9.0,5.0,10.0,2.0,8.0,16.0,
2007-10-10,11.0,12.0,9.0,Rain,83.0,94.0,63.0,0.0,1025.0,1030.0,1020.0,14.0,17.0,11.0,7.0,10.0,3.0,11.0,14.0,
2007-10-11,9.0,12.0,6.0,Fog,86.0,100.0,63.0,0.0,1028.0,1030.0,1026.0,11.0,17.0,6.0,3.0,9.0,0.0,6.0,14.0,
2007-10-12,13.0,15.0,10.0,,89.0,100.0,77.0,0.0,1026.0,1027.0,1025.0,14.0,18.0,11.0,6.0,10.0,1.0,6.0,10.0,
2007-10-13,13.0,15.0,10.0,,83.0,100.0,64.0,0.0,1025.0,1027.0,1023.0,16.0,19.0,12.0,9.0,10.0,3.0,8.0,14.0,
2007-10-14,11.0,12.0,10.0,,80.0,94.0,64.0,0.0,1020.0,1023.0,1016.0,14.0,18.0,11.0,7.0,10.0,3.0,6.0,13.0,
2007-10-15,10.0,12.0,8.0,Fog,81.0,94.0,56.0,0.0,1014.0,1016.0,1013.0,13.0,18.0,9.0,6.0,10.0,1.0,10.0,23.0,40.0
2007-10-16,13.0,14.0,12.0,Rain,85.0,94.0,68.0,0.0,1012.0,1014.0,1010.0,16.0,18.0,13.0,8.0,10.0,2.0,16.0,23.0,
2007-10-17,8.0,14.0,4.0,Rain,75.0,100.0,51.0,0.0,1019.0,1027.0,1010.0,12.0,15.0,8.0,9.0,10.0,2.0,13.0,21.0,
2007-10-18,4.0,6.0,2.0,,72.0,93.0,47.0,0.0,1033.0,1036.0,1028.0,9.0,13.0,5.0,10.0,10.0,10.0,6.0,11.0,
2007-10-19,4.0,6.0,2.0,Fog,75.0,93.0,54.0,0.0,1035.0,1036.0,1035.0,8.0,14.0,3.0,10.0,10.0,9.0,5.0,11.0,
2007-10-20,4.0,6.0,3.0,Fog,77.0,100.0,51.0,0.0,1036.0,1037.0,1035.0,9.0,14.0,4.0,10.0,10.0,7.0,5.0,11.0,
2007-10-21,4.0,5.0,1.0,Fog,78.0,100.0,48.0,0.0,1031.0,1035.0,1027.0,8.0,14.0,2.0,8.0,10.0,6.0,5.0,13.0,
2007-10-22,6.0,9.0,3.0,Rain,87.0,100.0,67.0,0.0,1024.0,1027.0,1023.0,8.0,13.0,3.0,7.0,10.0,2.0,5.0,14.0,32.0
2007-10-23,3.0,5.0,2.0,,78.0,93.0,58.0,0.0,1025.0,1027.0,1024.0,7.0,12.0,3.0,9.0,10.0,7.0,10.0,19.0,
2007-10-24,5.0,7.0,4.0,,77.0,93.0,62.0,0.0,1026.0,1027.0,1025.0,8.0,11.0,5.0,10.0,10.0,6.0,11.0,16.0,
2007-10-25,8.0,9.0,7.0,Rain,87.0,94.0,82.0,0.0,1024.0,1026.0,1022.0,9.0,10.0,9.0,6.0,10.0,2.0,10.0,13.0,
2007-10-26,8.0,9.0,6.0,,86.0,100.0,71.0,0.0,1022.0,1024.0,1022.0,10.0,11.0,9.0,5.0,10.0,2.0,5.0,11.0,
2007-10-27,9.0,11.0,7.0,,83.0,94.0,72.0,0.0,1024.0,1026.0,1022.0,12.0,15.0,9.0,8.0,10.0,5.0,13.0,24.0,48.0
2007-10-28,12.0,14.0,10.0,Rain,91.0,94.0,82.0,0.0,1015.0,1022.0,1011.0,14.0,16.0,12.0,8.0,10.0,3.0,21.0,29.0,47.0
2007-10-29,7.0,10.0,3.0,Fog,79.0,100.0,51.0,0.0,1013.0,1017.0,1010.0,10.0,14.0,7.0,10.0,10.0,8.0,11.0,19.0,
